assetID, assetFileID, timestamp, countrycode, ip
8d9fa6fc-22d4-4c9f-b719-141b3260192b, PDF-1, 2020-04-26T05:41:21.152Z, IL,212.179.71.70
86e81221-8b39-48fb-974f-9d0474540a19, PDF-1, 2020-04-26T05:41:48.221Z, IL,212.179.71.70
b9723c0f-4cac-495b-a31f-b19746f44fb2, PDF-1, 2020-04-26T05:41:50.008Z, IL,212.179.71.70
275097e2-a4ec-4d58-8164-fbfb380dc2de, PDF-1, 2020-04-26T05:41:52.49Z, PH,49.149.101.46
da6a0376-31f3-4dad-956a-3aa66929c954, PDF-1, 2020-04-26T05:43:20.806Z, IL,212.179.71.70
48fb3e9d-65ba-469d-bede-72b913b06d4b, PDF-1, 2020-04-26T05:16:34.478Z, IL,212.179.71.70
7e312f8f-7049-4d16-a33d-26022dd76712, PDF-1, 2020-04-26T05:16:35.63Z, IL,212.179.71.70
3b3d64bc-3158-41f8-bec6-a8515eeb9294, PDF-1, 2020-04-26T05:16:36.014Z, IL,212.179.71.70
48ff2e33-22b9-4e76-a962-899f2e8b72b0, PDF-1, 2020-04-26T05:18:37.311Z, IL,212.179.71.70
b2c8fd73-98c7-4f81-81f9-a27431600ea2, PDF-1, 2020-04-26T05:18:38.86Z, IL,212.179.71.70
5621bb19-3e4e-43b1-b761-f47e09801086, PDF-1, 2020-04-26T05:18:39.429Z, IL,212.179.71.70
9f12422c-4e06-4867-848c-b20f16fc9b03, PDF-1, 2020-04-26T05:20:30.072Z, IL,212.179.71.70
d35471f0-2dcf-4007-8d55-ef468139e565, PDF-1, 2020-04-26T05:20:31.649Z, IL,212.179.71.70
c067ac06-332c-4595-a2f2-b58e73cef46a, PDF-1, 2020-04-26T05:20:32.048Z, IL,212.179.71.70
6cd6f7a8-c009-455c-8419-2b14c83d26af, PDF-1, 2020-04-26T05:21:03.946Z, IL,212.179.71.70
ffdfa0b4-9982-437a-8116-53f8e55c6989, PDF-1, 2020-04-26T05:21:05.101Z, IL,212.179.71.70
ce36f29c-6d19-43cc-946e-f8cfa0a81666, PDF-1, 2020-04-26T05:21:05.5Z, IL,212.179.71.70
8374d1d6-97ca-421f-9b6b-0fc2ae62b00b, PDF-1, 2020-04-26T05:21:55.517Z, US,66.249.93.117
508326cb-f553-4796-9159-6fa699fe931a, PDF-1, 2020-04-26T05:25:54.418Z, IL,212.179.71.70
898b0b05-d8df-441d-953f-5e4146994632, PDF-1, 2020-04-26T05:25:54.834Z, IL,212.179.71.70
c35d02ed-3e17-4c5b-9147-dd5dfd391eb2, PDF-1, 2020-04-26T05:25:55.24Z, IL,212.179.71.70
231e868d-f412-48bc-80fa-e184a5a6d4ee, PDF-1, 2020-04-26T05:25:56.921Z, IL,212.179.71.70
1b95a86e-8f3d-44f6-887d-6a33f515d3a9, PDF-1, 2020-04-26T05:25:57.761Z, IL,212.179.71.70
86feb62a-1e1a-4913-9656-86df35b2cd54, PDF-1, 2020-04-26T05:25:57.35Z, IL,212.179.71.70
f92c5cf0-4caa-4b10-931e-f0a492822498, PDF-1, 2020-04-26T05:25:58.461Z, IL,212.179.71.70
155ca0bd-ff49-4698-a7f4-511c8d8aac62, PDF-1, 2020-04-26T05:25:59.138Z, IL,212.179.71.70
9dd0fb4c-1560-4e6e-817c-2eef961d1c84, PDF-1, 2020-04-26T05:28:50.529Z, US,66.249.80.58
9e741663-d352-45d6-b74c-68aa5abb7478, PDF-1, 2020-04-26T05:28:50.529Z, US,66.249.80.58
4cd52940-add4-44bb-8cc9-7294be7aed4e, PDF-1, 2020-04-26T05:28:51.315Z, US,66.249.80.58
82ed9029-6532-49b4-923e-d9ad21b9e199, PDF-1, 2020-04-26T05:44:15.809Z, RU,45.139.186.150
b54a3a78-1676-4c62-8d15-f287c88ecae4, PDF-1, 2020-04-26T05:44:45.489Z, IL,212.179.71.70
37a9a1d4-1b64-4d8a-9fa9-aafb81794636, PDF-1, 2020-04-26T05:44:45.9Z, IL,212.179.71.70
06b2057c-131a-445a-9ccb-77efee334d58, PDF-1, 2020-04-26T05:44:46.278Z, IL,212.179.71.70
a88df313-2440-4eec-8f58-c5a6982e6268, PDF-1, 2020-04-26T05:44:47.693Z, IL,212.179.71.70
28de0f3a-32a4-4cc4-8e23-dd5a97656e9a, PDF-1, 2020-04-26T05:44:48.491Z, IL,212.179.71.70
f4231ff0-d977-43d6-8ad0-66fdbbf33896, PDF-1, 2020-04-26T05:44:48.112Z, IL,212.179.71.70
9527b911-7e62-4c40-b739-6919df0351e7, PDF-1, 2020-04-26T05:44:49.168Z, IL,212.179.71.70
b4aa62aa-a6b4-41c1-8f3b-ddd48d61812e, PDF-1, 2020-04-26T05:44:49.836Z, IL,212.179.71.70
091183b6-4b56-460b-8819-8399a1eaa4a9, PDF-1, 2020-04-26T05:59:33.032Z, RU,45.139.186.123
599afe6b-c01a-4201-8a66-ad0ef965e03e, PDF-1, 2020-04-26T05:59:33.147Z, RU,45.139.186.123
aed395cd-87d5-420f-b793-fcb8384eb1e2, PDF-1, 2020-04-26T05:59:40.634Z, IL,212.179.71.70
a4f86a32-f609-4c64-be23-6d0af9ef4c89, PDF-1, 2020-04-26T06:00:15.92Z, US,18.212.202.104
95bca1e6-38ab-450e-b813-089bef288581, PDF-1, 2020-04-26T05:29:20.257Z, IL,212.179.71.70
80b5a1cd-77e7-4f2a-907e-01636af60d1c, PDF-1, 2020-04-26T05:29:20.66Z, IL,212.179.71.70
822e82bb-b6c1-416b-8e93-9d26cc9b62e0, PDF-1, 2020-04-26T05:29:21.058Z, IL,212.179.71.70
17d807cf-db70-4f03-bfab-98a3a4305119, PDF-1, 2020-04-26T05:29:23.489Z, IL,212.179.71.70
424726e3-ac63-4e21-ab1b-468f283d6f43, PDF-1, 2020-04-26T05:29:23.882Z, IL,212.179.71.70
3d2606c9-e870-4f10-b7c3-c54f95b0744a, PDF-1, 2020-04-26T05:29:24.265Z, IL,212.179.71.70
72c39424-cc9d-48c0-bf2b-2c0ef16acea0, PDF-1, 2020-04-26T07:57:29.503Z, RU,45.139.186.153
223d0cd5-9351-4bf6-b121-3f28f688a39d, PDF-1, 2020-04-26T07:59:51.917Z, HK,42.3.192.197
c0587a6e-ec35-45bf-8651-a5289f9277b5, PDF-1, 2020-04-26T08:01:22.623Z, GB,79.72.186.231
267d50d2-f6d8-40c6-8ddf-d63ea1b4f508, PDF-1, 2020-04-26T08:03:36.754Z, RU,5.62.19.68
108a5ab7-b07a-415a-9150-ba7bb6b2b051, PDF-1, 2020-04-26T08:03:40.604Z, IL,212.179.71.70
f4a84907-03a1-4149-a37e-212735376623, PDF-1, 2020-04-26T07:26:11.656Z, RU,45.139.186.123
b11a7b09-ab1c-40ff-afd9-044d7ebdff78, PDF-1, 2020-04-26T07:41:31.08Z, DE,46.4.83.150
478c28b1-63a1-4548-b64e-8922e069075a, PDF-1, 2020-04-26T07:41:31.08Z, DE,46.4.83.150
4ef94008-724f-4d9a-bc9b-54fc45e96221, PDF-1, 2020-04-26T07:42:16.61Z, DE,5.9.145.132
39667eeb-9e02-4dd3-9ac2-a8af07e913e5, PDF-1, 2020-04-26T07:42:16.604Z, DE,5.9.145.132
53705f4a-9caf-4896-90a4-fd09502786ec, PDF-1, 2020-04-26T07:42:22.195Z, DE,88.198.90.9
827bcbb2-6533-4461-bc65-23b934f014d2, PDF-1, 2020-04-26T07:42:22.275Z, DE,88.198.90.9
bc37cbae-37f4-4915-be71-37b87290e092, PDF-1, 2020-04-26T07:45:31.362Z, IL,212.179.71.70
e2ed0fbb-57d5-457a-848c-81c5477c7464, PDF-1, 2020-04-26T07:45:30.963Z, IL,212.179.71.70
7b5dfd1c-f2f0-4057-8b0a-7d7f8f30fc5f, PDF-1, 2020-04-26T07:45:31.737Z, IL,212.179.71.70
eb2c52c4-fd3e-460c-9ff6-ce270ae059cf, PDF-1, 2020-04-26T07:45:32.45Z, IL,212.179.71.70
673f0093-462c-4a2d-85d3-6efa067b1a6e, PDF-1, 2020-04-26T07:45:33.834Z, IL,212.179.71.70
25c4f001-5b7e-4914-9ebc-166f58f406e6, PDF-1, 2020-04-26T07:46:50.816Z, CZ,88.101.209.148
cc104a64-c806-43fb-a72b-f616c22a5a54, PDF-1, 2020-04-26T07:47:37.936Z, IL,212.179.71.70
05866c44-2295-4a0d-a8af-0eb501dc58f5, PDF-1, 2020-04-26T07:46:57.108Z, CZ,88.101.209.148
2c14a7e7-1628-486f-a427-9ff96a46ead8, PDF-1, 2020-04-26T07:47:58.565Z, IL,212.179.71.70
b0b14c5c-e5d2-4dfc-80c9-2fe2a711aa00, PDF-1, 2020-04-26T07:47:58.938Z, IL,212.179.71.70
ec5036b4-6766-48c5-b858-a0b88c65d0a3, PDF-1, 2020-04-26T07:48:24.598Z, IL,212.179.71.70
e530e83c-b322-42bc-b29f-828cc50d4795, PDF-1, 2020-04-26T07:48:32.171Z, IL,212.179.71.70
dc002785-1af4-438d-b17b-fc4f3d87f32c, PDF-1, 2020-04-26T07:49:37.56Z, IL,212.179.71.70
30841e27-f91e-422f-829a-75f0819a8d5c, PDF-1, 2020-04-26T07:36:05.67Z, PH,49.149.101.46
785be43e-8c37-4111-8515-c0141ea1c381, PDF-1, 2020-04-26T07:36:11.136Z, PH,49.149.101.46
793e303e-dd18-4239-b919-92d697605327, PDF-1, 2020-04-26T07:36:17.296Z, PH,49.149.101.46
64a954a3-22ee-4ed0-a84e-d540dd155a3b, PDF-1, 2020-04-26T07:36:23.247Z, PH,49.149.101.46
86780b29-1b15-453e-9a23-40bc50d4e0a4, PDF-1, 2020-04-26T07:36:27.666Z, PH,49.149.101.46
e0b84836-b3d6-41db-979f-49c8289d9fb0, PDF-1, 2020-04-26T07:36:31.69Z, PH,49.149.101.46
b7b22736-b3f8-4bd4-9f9e-d3b9b1346cf9, PDF-1, 2020-04-26T07:33:25.257Z, US,66.249.89.51
8c78b9d8-323d-4b79-a3ba-67b59ea8d0a4, PDF-1, 2020-04-26T07:49:44.413Z, US,34.217.127.133
debcf7ae-16d2-44e7-a636-f23b7ae1ddf5, PDF-1, 2020-04-26T07:34:45.522Z, CN,114.119.162.63
d2908f3f-7e84-45b8-b9f2-84d9ca932338, PDF-1, 2020-04-26T09:05:30.652Z, SG,27.125.152.140
0b3836d5-390d-4223-9354-792185c32d4b, PDF-1, 2020-04-26T09:07:41.659Z, IE,31.13.115.8
ac91d36e-f948-4687-a124-7111210a61b2, PDF-1, 2020-04-26T09:16:48.399Z, RU,45.139.186.23
5c98cd3f-6495-4aff-93e2-77265ff2fb87, PDF-1, 2020-04-26T08:50:07.042Z, CN,114.119.166.68
36128e7a-48b0-4b7c-97e1-d9e6fb6f7de3, PDF-1, 2020-04-26T08:50:43.233Z, TR,31.155.53.71
eacc2b90-d225-43ec-8c1a-3cd968c6e4bf, PDF-1, 2020-04-26T08:51:47.694Z, US,66.249.89.53
84f01144-26b7-4301-92ea-50a28dfc331b, PDF-1, 2020-04-26T08:57:52.767Z, GB,86.143.14.64
9b03007a-73ae-479c-8642-741b91290a62, PDF-1, 2020-04-26T09:01:13.69Z, DE,148.251.14.112
153bf8d7-a8e2-48ef-a693-d4a9c36bad3f, PDF-1, 2020-04-26T09:21:04.811Z, RU,185.191.215.219
2fc1f368-313b-41a8-94b7-2eb774040023, PDF-1, 2020-04-26T09:31:04.064Z, DE,195.201.87.181
ac805fa1-ccfe-4381-aa71-7de394e2fce3, PDF-1, 2020-04-26T09:31:47.776Z, LB,185.38.31.49
5cf8a2bf-50d7-49d3-a518-31c0f4d231d1, PDF-1, 2020-04-26T09:31:48.66Z, LB,185.38.31.49
a551522e-6b37-42a1-9b58-3cebc27078da, PDF-1, 2020-04-26T09:02:47.716Z, IL,212.179.71.70
c21f862a-6311-4473-8112-90e89f05eb4d, PDF-1, 2020-04-26T09:02:49.95Z, IL,212.179.71.70
4eb34430-f2d5-418d-8c07-f3a3841a7527, PDF-1, 2020-04-26T09:02:50.519Z, IL,212.179.71.70
8472b01f-f752-4e86-b26a-5bd35f388267, PDF-1, 2020-04-26T09:33:00.544Z, DE,91.44.119.198
ea5d8fe0-bb15-4e33-8c37-c93cc7077845, PDF-1, 2020-04-26T09:34:00.131Z, GB,178.248.111.39
0aeb8155-c74d-473a-abdf-ee79b3fdc6e4, PDF-1, 2020-06-06T04:06:42.92Z, NG,197.210.28.72
d39f7860-d897-4ba3-9a65-584e21271b6a, PDF-1, 2020-06-06T04:07:09.837Z, EG,102.40.97.229
64e1bdb7-902a-4180-9cdc-05f23d1ceded, PDF-1, 2020-06-06T04:08:16.391Z, EG,102.40.97.229
25aaa9f6-1518-46e9-93e1-f5dce01c8114, PDF-1, 2020-06-06T04:08:21.148Z, EG,102.40.97.229
140c804d-a51c-4ab2-a187-b19e748768ba, PDF-1, 2020-06-06T03:26:45.425Z, US,40.77.202.86
4682f060-78eb-4321-bea8-b7817fd41bc7, PDF-1, 2020-06-06T03:30:06.009Z, US,99.203.114.165
3b86cb28-e821-48f7-ab3d-50c9587b4526, PDF-1, 2020-06-06T03:20:57.781Z, IL,94.159.246.246
87e41dee-4740-4d2b-ab00-5f4964dbb7a5, PDF-1, 2020-06-06T02:44:36.542Z, US,128.227.169.187
eb428e21-e3ec-484a-90bf-1e96e6ab22cf, PDF-1, 2020-06-06T02:45:01.763Z, US,40.77.202.119
2ef96a16-6d5c-473e-ac2e-85ef8db8bf80, PDF-1, 2020-06-06T02:50:22.529Z, US,47.208.78.203
4461df22-8c7f-481c-beda-f1ae62a93b86, PDF-1, 2020-06-06T02:51:10.382Z, FR,91.121.89.177
1f658cec-dab9-42dd-b8da-5ca019250021, PDF-1, 2020-06-06T03:45:23.819Z, RW,207.32.218.93
399791e2-7bc2-4700-8ed9-3fe3b391a572, PDF-1, 2020-06-06T03:51:27.114Z, DE,91.5.27.202
08a054fa-dc08-432f-94bc-94b2207a522f, PDF-1, 2020-06-06T02:57:22.748Z, DE,144.76.102.243
09283f7a-859d-4895-b029-91ed63fdcda2, PDF-1, 2020-06-06T02:58:01.071Z, DE,78.46.94.83
9bb24ee8-4a38-45df-b545-0a4d5168ee47, PDF-1, 2020-06-06T02:59:17.099Z, DE,144.76.102.243
df9c68ca-1bba-4730-96d7-d2307fb54120, PDF-1, 2020-06-06T03:08:16.149Z, NL,84.86.150.135
3fe5a349-669a-4ea3-9fa1-52bc7e4b48e6, PDF-1, 2020-06-06T06:09:24.173Z, CN,117.136.46.216
883d7100-4501-4f73-b131-cf37314979c7, PDF-1, 2020-06-06T06:20:19.096Z, US,99.114.176.246
e6037471-e9d9-47c8-9994-eee71cadbb53, PDF-1, 2020-06-06T05:39:10.607Z, CN,113.96.219.248
4915e53f-e51c-4cb3-aaf2-d25c53cd4680, PDF-1, 2020-06-06T05:39:19.188Z, CN,113.96.219.248
aee4086e-d472-4b3b-a4fa-a9538dc10554, PDF-1, 2020-06-06T05:39:19.318Z, CN,121.31.15.22
6feb2ede-a2a6-481d-be72-1ee430786d75, PDF-1, 2020-06-06T05:39:23.43Z, CN,113.96.219.248
d40b276e-9e79-47c9-b32d-a90958884da6, PDF-1, 2020-06-06T05:40:19.269Z, CN,113.96.219.248
078d8666-9eff-4b36-8bf6-a4007b850ff2, PDF-1, 2020-06-06T05:47:18.993Z, CN,61.151.178.236
8ec7bc96-47f1-4772-bc46-8225f39c8ed9, PDF-1, 2020-06-06T05:52:00.825Z, CN,61.151.178.197
25624c51-96cc-4370-ab87-61c65e0973f1, PDF-1, 2020-06-06T06:48:15.434Z, IE,89.127.32.152
24eea166-b685-415e-9145-85aef1eb40f2, PDF-1, 2020-06-06T06:51:08.573Z, DE,78.46.94.83
6306e6f8-ce4a-48dc-acad-5598e5da328a, PDF-1, 2020-06-06T06:52:34.268Z, CZ,217.30.66.253
27c6cb13-d3a9-4a74-9520-07842f3a92fe, PDF-1, 2020-06-06T06:32:59.028Z, CZ,217.30.66.253
828a635c-1577-4a1d-bd94-efa294298d44, PDF-1, 2020-06-06T05:56:23.708Z, US,139.180.231.78
173222d5-df8f-48a8-b57b-4b91a144dd99, PDF-1, 2020-06-06T06:05:55.885Z, RO,86.127.147.216
5b3b1e43-29d1-4415-83b8-6af37a90da68, PDF-1, 2020-06-06T06:03:52.241Z, BE,109.133.31.104
1eafda31-fd76-4d4e-8926-c3bb5fb7ba1c, PDF-1, 2020-06-06T06:05:59.885Z, RO,86.127.147.216
4247094a-dd24-4e3b-8c3f-e21a28facf0f, PDF-1, 2020-06-06T08:00:44.061Z, GB,81.100.74.28
f717e62e-df56-4e0c-aa46-aaf5fa51c47e, PDF-1, 2020-06-06T08:03:03.025Z, US,66.249.89.58
fc33b2f7-702d-4b82-b8e1-d525bfd38c44, PDF-1, 2020-06-06T08:03:19.163Z, GB,213.205.200.16
8bf89ae9-a4ee-4d4d-b2c9-107961ce857d, PDF-1, 2020-06-06T08:03:22.757Z, GB,213.205.200.16
7edaac8a-87a2-484d-b660-b46e6a31ac7f, PDF-1, 2020-06-06T07:27:00.672Z, US,207.182.31.152
a6b291a1-bd16-4e97-afbd-85b39f6a27db, PDF-1, 2020-06-06T07:31:15.455Z, IN,203.18.51.118
b1f184f1-aa02-441d-86a5-286415f92ac3, PDF-1, 2020-06-06T07:34:02.072Z, CZ,217.30.66.253
0e2701f4-0a69-422d-87e8-fa37999f45f0, PDF-1, 2020-06-06T07:45:44.263Z, SE,82.209.131.178
cf4d2a66-cea3-4028-b623-1bf03caf8899, PDF-1, 2020-06-06T07:49:08.489Z, US,52.4.104.152
0bb572b8-3311-40cf-b6d2-f23bcdf93d4d, PDF-1, 2020-06-06T07:50:12.218Z, DE,79.245.223.246
e7421c81-c623-4a18-9458-ec625baf88e4, PDF-1, 2020-06-06T08:10:21.074Z, IN,203.122.1.23
13129477-cb31-4fc0-8ee0-5fac427949b2, PDF-1, 2020-06-06T08:10:54.788Z, EG,197.40.111.148
3816192e-ff8a-427b-bd40-744144237927, PDF-1, 2020-06-06T07:13:14.396Z, GB,81.156.1.248
ef7f8642-469c-4169-854e-5cfd8fe08366, PDF-1, 2020-06-06T08:15:21.289Z, US,52.156.134.41
